	acd006	acd012	acd011	acd001	acd010	acd007	acd005	acd004	acd002	acd009	acd008	acd003	totals
Why	55.0	18.0	31.0	23.0	20.0	31.0	44.0	55.0	31.0	12.0	27.0	12.0	359.0
When	85.0	10.0	31.0	41.0	31.0	21.0	38.0	24.0	31.0	7.0	14.0	24.0	357.0
strange	34.0	16.0	19.0	12.0	60.0	35.0	38.0	75.0	24.0	6.0	18.0	20.0	357.0
world	56.0	47.0	20.0	12.0	53.0	19.0	38.0	55.0	20.0	1.0	26.0	9.0	356.0
Nigel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	355.0	0.0	0.0	0.0	0.0	355.0
high	46.0	11.0	13.0	10.0	47.0	24.0	57.0	106.0	16.0	0.0	9.0	15.0	354.0
Lord	17.0	88.0	11.0	5.0	156.0	4.0	16.0	53.0	1.0	0.0	2.0	0.0	353.0
within	48.0	12.0	31.0	23.0	33.0	14.0	52.0	78.0	27.0	4.0	11.0	17.0	350.0
o	112.0	7.0	8.0	24.0	7.0	130.0	15.0	4.0	10.0	5.0	4.0	23.0	349.0
another	73.0	9.0	25.0	23.0	15.0	18.0	48.0	72.0	22.0	12.0	14.0	13.0	344.0
Girdlestone	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0
De	0.0	0.0	0.0	1.0	1.0	0.0	327.0	12.0	1.0	0.0	0.0	0.0	342.0
knew	69.0	3.0	36.0	28.0	17.0	18.0	55.0	28.0	36.0	7.0	17.0	27.0	341.0
got	75.0	13.0	44.0	23.0	45.0	19.0	36.0	14.0	21.0	9.0	10.0	32.0	341.0
country	33.0	11.0	23.0	11.0	45.0	25.0	56.0	82.0	23.0	2.0	19.0	10.0	340.0
looking	95.0	8.0	19.0	27.0	17.0	26.0	29.0	51.0	16.0	10.0	23.0	17.0	338.0
instant	16.0	23.0	27.0	12.0	25.0	8.0	110.0	55.0	34.0	10.0	8.0	9.0	337.0
lady	58.0	17.0	10.0	0.0	5.0	3.0	61.0	127.0	35.0	5.0	5.0	8.0	334.0
For	33.0	16.0	25.0	10.0	43.0	13.0	53.0	83.0	16.0	10.0	17.0	15.0	334.0
On	55.0	7.0	17.0	35.0	31.0	19.0	48.0	61.0	23.0	9.0	12.0	16.0	333.0
whom	44.0	5.0	16.0	17.0	16.0	13.0	67.0	90.0	29.0	6.0	13.0	15.0	331.0
brought	45.0	11.0	21.0	19.0	31.0	29.0	49.0	50.0	26.0	5.0	13.0	29.0	328.0
clear	31.0	12.0	37.0	8.0	43.0	25.0	44.0	50.0	31.0	8.0	16.0	21.0	326.0
since	31.0	14.0	21.0	14.0	33.0	19.0	43.0	62.0	44.0	6.0	17.0	22.0	326.0
arms	20.0	8.0	7.0	8.0	18.0	7.0	65.0	170.0	8.0	1.0	7.0	7.0	326.0
sat	51.0	20.0	26.0	10.0	26.0	14.0	34.0	72.0	22.0	7.0	19.0	24.0	325.0
above	52.0	13.0	13.0	14.0	67.0	12.0	57.0	63.0	8.0	1.0	8.0	15.0	323.0
window	57.0	29.0	24.0	20.0	4.0	8.0	57.0	29.0	36.0	6.0	16.0	32.0	318.0
hear	53.0	9.0	32.0	14.0	18.0	16.0	51.0	59.0	23.0	6.0	11.0	25.0	317.0
years	38.0	15.0	31.0	12.0	16.0	30.0	70.0	56.0	18.0	3.0	6.0	22.0	317.0
let	76.0	10.0	27.0	12.0	13.0	20.0	42.0	52.0	15.0	10.0	18.0	21.0	316.0
gone	55.0	12.0	18.0	20.0	22.0	17.0	49.0	49.0	24.0	10.0	20.0	20.0	316.0
air	44.0	17.0	3.0	13.0	36.0	20.0	54.0	72.0	17.0	4.0	18.0	18.0	316.0
best	66.0	6.0	31.0	17.0	22.0	17.0	58.0	54.0	10.0	6.0	14.0	15.0	316.0
also	35.0	9.0	18.0	6.0	35.0	8.0	54.0	76.0	41.0	14.0	10.0	10.0	316.0
ve	105.0	22.0	76.0	13.0	28.0	16.0	24.0	0.0	21.0	1.0	4.0	5.0	315.0
case	34.0	3.0	38.0	44.0	31.0	8.0	16.0	6.0	63.0	4.0	22.0	46.0	315.0
things	65.0	13.0	26.0	12.0	26.0	14.0	36.0	60.0	20.0	8.0	20.0	12.0	312.0
leave	34.0	5.0	33.0	13.0	31.0	16.0	66.0	53.0	22.0	12.0	14.0	13.0	312.0
both	59.0	6.0	20.0	20.0	32.0	19.0	47.0	48.0	26.0	8.0	11.0	15.0	311.0
red	44.0	5.0	4.0	7.0	46.0	14.0	53.0	96.0	11.0	3.0	12.0	16.0	311.0
gave	60.0	8.0	20.0	26.0	42.0	14.0	51.0	28.0	29.0	3.0	11.0	17.0	309.0
course	84.0	9.0	15.0	18.0	31.0	11.0	24.0	22.0	26.0	16.0	26.0	27.0	309.0
hard	57.0	6.0	22.0	10.0	25.0	22.0	42.0	72.0	19.0	7.0	14.0	11.0	307.0
went	74.0	5.0	30.0	23.0	22.0	16.0	30.0	36.0	27.0	13.0	11.0	20.0	307.0
water	46.0	2.0	12.0	18.0	38.0	15.0	72.0	58.0	6.0	2.0	6.0	26.0	301.0
de	19.0	0.0	2.0	3.0	1.0	1.0	194.0	73.0	0.0	1.0	0.0	3.0	297.0
doubt	40.0	8.0	27.0	19.0	46.0	17.0	20.0	46.0	41.0	8.0	13.0	12.0	297.0
Catinat	0.0	0.0	0.0	0.0	0.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	297.0
God	33.0	2.0	21.0	11.0	4.0	13.0	69.0	105.0	16.0	13.0	1.0	7.0	295.0
already	35.0	13.0	22.0	18.0	28.0	9.0	61.0	53.0	26.0	3.0	12.0	15.0	295.0
being	66.0	8.0	24.0	26.0	32.0	19.0	25.0	33.0	26.0	11.0	10.0	13.0	293.0
new	47.0	16.0	26.0	20.0	32.0	16.0	36.0	51.0	22.0	4.0	15.0	7.0	292.0
either	39.0	1.0	14.0	14.0	12.0	24.0	38.0	97.0	18.0	2.0	17.0	15.0	291.0
death	31.0	41.0	12.0	29.0	10.0	20.0	32.0	27.0	63.0	0.0	5.0	19.0	289.0
taken	44.0	12.0	25.0	17.0	26.0	16.0	46.0	41.0	23.0	7.0	14.0	17.0	288.0
help	40.0	10.0	27.0	18.0	27.0	20.0	33.0	37.0	39.0	7.0	19.0	10.0	287.0
brother	6.0	2.0	16.0	2.0	4.0	14.0	46.0	118.0	26.0	0.0	22.0	28.0	284.0
held	30.0	13.0	22.0	11.0	25.0	14.0	48.0	66.0	21.0	2.0	10.0	19.0	281.0
along	53.0	3.0	11.0	22.0	27.0	18.0	58.0	50.0	20.0	0.0	8.0	8.0	278.0
days	48.0	10.0	19.0	22.0	24.0	25.0	30.0	55.0	24.0	5.0	7.0	8.0	277.0
Ah	36.0	1.0	13.0	4.0	4.0	5.0	128.0	48.0	5.0	9.0	4.0	19.0	276.0
To	43.0	14.0	6.0	12.0	24.0	15.0	46.0	61.0	26.0	7.0	14.0	8.0	276.0
four	23.0	5.0	10.0	18.0	30.0	10.0	48.0	73.0	11.0	2.0	14.0	29.0	273.0
rather	45.0	9.0	20.0	20.0	23.0	20.0	35.0	24.0	26.0	6.0	21.0	24.0	273.0
always	47.0	7.0	29.0	17.0	36.0	18.0	32.0	9.0	29.0	7.0	20.0	21.0	272.0
hundred	41.0	3.0	18.0	5.0	34.0	6.0	36.0	82.0	9.0	3.0	21.0	14.0	272.0
major	241.0	0.0	0.0	0.0	0.0	1.0	17.0	1.0	0.0	0.0	0.0	11.0	271.0
turn	43.0	13.0	10.0	9.0	27.0	12.0	48.0	58.0	15.0	5.0	16.0	14.0	270.0
Oh	56.0	5.0	20.0	10.0	13.0	11.0	78.0	18.0	11.0	12.0	24.0	11.0	269.0
anything	65.0	11.0	30.0	22.0	9.0	33.0	19.0	1.0	36.0	0.0	16.0	27.0	269.0
point	42.0	12.0	22.0	17.0	47.0	12.0	30.0	20.0	26.0	6.0	13.0	21.0	268.0
hour	38.0	21.0	17.0	11.0	27.0	10.0	55.0	30.0	21.0	10.0	9.0	18.0	267.0
fear	30.0	0.0	28.0	12.0	23.0	29.0	45.0	51.0	26.0	8.0	4.0	11.0	267.0
hope	56.0	9.0	15.0	14.0	21.0	22.0	39.0	37.0	12.0	7.0	23.0	11.0	266.0
dear	55.0	18.0	12.0	4.0	22.0	19.0	30.0	40.0	29.0	3.0	25.0	9.0	266.0
hardly	51.0	15.0	17.0	22.0	29.0	21.0	34.0	1.0	14.0	10.0	24.0	25.0	263.0
full	33.0	9.0	12.0	4.0	45.0	11.0	49.0	57.0	17.0	6.0	7.0	12.0	262.0
remarked	87.0	11.0	15.0	29.0	7.0	24.0	14.0	26.0	5.0	1.0	24.0	18.0	261.0
business	96.0	4.0	32.0	10.0	18.0	16.0	18.0	9.0	20.0	1.0	13.0	23.0	260.0
forward	34.0	5.0	12.0	6.0	32.0	9.0	67.0	62.0	8.0	3.0	13.0	9.0	260.0
love	40.0	3.0	6.0	5.0	18.0	9.0	59.0	66.0	16.0	16.0	12.0	9.0	259.0
why	24.0	8.0	27.0	12.0	14.0	18.0	57.0	35.0	33.0	10.0	9.0	9.0	256.0
With	47.0	11.0	5.0	21.0	20.0	15.0	37.0	47.0	19.0	5.0	18.0	11.0	256.0
five	51.0	9.0	25.0	10.0	23.0	8.0	30.0	59.0	16.0	4.0	15.0	5.0	255.0
son	147.0	0.0	0.0	11.0	1.0	9.0	40.0	27.0	4.0	0.0	11.0	5.0	255.0
d	100.0	7.0	43.0	11.0	9.0	20.0	31.0	22.0	3.0	0.0	0.0	9.0	255.0
told	40.0	6.0	37.0	17.0	17.0	18.0	27.0	18.0	41.0	9.0	8.0	17.0	255.0
line	48.0	7.0	11.0	8.0	34.0	11.0	44.0	56.0	14.0	1.0	12.0	9.0	255.0
spoke	41.0	4.0	11.0	28.0	15.0	12.0	27.0	70.0	12.0	6.0	14.0	14.0	254.0
fellow	54.0	4.0	20.0	23.0	24.0	26.0	20.0	19.0	34.0	3.0	9.0	17.0	253.0
poor	56.0	9.0	10.0	8.0	11.0	34.0	26.0	45.0	22.0	3.0	23.0	6.0	253.0
money	112.0	2.0	16.0	10.0	2.0	6.0	9.0	23.0	6.0	0.0	58.0	9.0	253.0
blood	30.0	1.0	20.0	28.0	15.0	10.0	38.0	89.0	8.0	1.0	1.0	11.0	252.0
ask	22.0	8.0	38.0	11.0	19.0	11.0	36.0	49.0	20.0	12.0	11.0	15.0	252.0
Here	54.0	9.0	16.0	10.0	18.0	10.0	18.0	67.0	14.0	2.0	11.0	22.0	251.0
road	32.0	8.0	9.0	14.0	6.0	19.0	34.0	92.0	14.0	3.0	11.0	7.0	249.0
sight	42.0	9.0	12.0	18.0	25.0	12.0	34.0	67.0	14.0	2.0	5.0	9.0	249.0
broad	40.0	5.0	7.0	13.0	12.0	18.0	50.0	74.0	11.0	1.0	9.0	9.0	249.0
keep	47.0	5.0	20.0	14.0	15.0	11.0	35.0	56.0	15.0	4.0	10.0	16.0	248.0
going	78.0	6.0	18.0	18.0	12.0	14.0	29.0	15.0	23.0	6.0	13.0	16.0	248.0
large	38.0	8.0	13.0	12.0	36.0	10.0	46.0	24.0	16.0	1.0	30.0	13.0	247.0
others	33.0	10.0	21.0	8.0	20.0	9.0	57.0	58.0	6.0	5.0	9.0	10.0	246.0
Summerlee	0.0	89.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.0
having	65.0	6.0	8.0	19.0	15.0	20.0	23.0	40.0	14.0	8.0	12.0	15.0	245.0
true	37.0	7.0	12.0	11.0	13.0	8.0	41.0	71.0	13.0	5.0	15.0	11.0	244.0
companion	69.0	2.0	12.0	42.0	14.0	18.0	29.0	19.0	10.0	0.0	6.0	23.0	244.0
Robert	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	231.0	1.0	243.0
save	32.0	9.0	10.0	6.0	20.0	10.0	52.0	64.0	13.0	4.0	8.0	15.0	243.0
Professor	1.0	34.0	6.0	0.0	179.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	242.0
part	41.0	6.0	18.0	12.0	24.0	26.0	28.0	32.0	20.0	4.0	9.0	21.0	241.0
sire	0.0	0.0	0.0	0.0	0.0	0.0	196.0	43.0	0.0	0.0	0.0	0.0	239.0
ready	30.0	10.0	16.0	8.0	17.0	9.0	48.0	61.0	22.0	2.0	5.0	11.0	239.0
eye	45.0	5.0	8.0	11.0	14.0	3.0	35.0	90.0	7.0	0.0	12.0	9.0	239.0
fire	28.0	8.0	10.0	11.0	26.0	15.0	68.0	51.0	8.0	1.0	11.0	2.0	239.0
nor	44.0	2.0	17.0	19.0	10.0	19.0	30.0	66.0	8.0	7.0	6.0	9.0	237.0
Mrs	75.0	17.0	41.0	5.0	1.0	8.0	1.0	0.0	36.0	15.0	2.0	35.0	236.0
ground	45.0	3.0	4.0	12.0	40.0	14.0	28.0	55.0	17.0	1.0	8.0	8.0	235.0
deep	30.0	8.0	13.0	7.0	34.0	14.0	27.0	66.0	21.0	3.0	7.0	5.0	235.0
towards	39.0	3.0	13.0	10.0	13.0	20.0	59.0	36.0	23.0	0.0	9.0	9.0	234.0
read	39.0	10.0	38.0	9.0	14.0	9.0	33.0	31.0	18.0	11.0	6.0	12.0	230.0
wish	40.0	7.0	12.0	4.0	9.0	14.0	51.0	41.0	21.0	6.0	15.0	10.0	230.0
evening	40.0	2.0	24.0	17.0	28.0	11.0	23.0	22.0	28.0	16.0	6.0	12.0	229.0
Kate	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0
less	38.0	10.0	18.0	9.0	22.0	25.0	26.0	39.0	12.0	9.0	13.0	6.0	227.0
hath	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.0	2.0	0.0	0.0	0.0	226.0
least	28.0	8.0	14.0	7.0	34.0	15.0	46.0	17.0	19.0	16.0	12.0	9.0	225.0
chance	52.0	7.0	15.0	16.0	17.0	19.0	15.0	26.0	26.0	2.0	15.0	15.0	225.0
ye	107.0	0.0	2.0	5.0	0.0	34.0	12.0	62.0	0.0	0.0	1.0	0.0	223.0
short	35.0	7.0	21.0	10.0	21.0	19.0	29.0	40.0	15.0	4.0	7.0	15.0	223.0
soon	40.0	8.0	12.0	22.0	23.0	21.0	39.0	20.0	13.0	2.0	7.0	16.0	223.0
London	57.0	23.0	18.0	14.0	23.0	2.0	1.0	5.0	49.0	3.0	12.0	15.0	222.0
Tom	221.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.0
wife	19.0	18.0	30.0	2.0	5.0	12.0	54.0	27.0	42.0	5.0	4.0	4.0	222.0
Let	35.0	7.0	15.0	13.0	13.0	11.0	41.0	44.0	8.0	10.0	7.0	16.0	220.0
sure	46.0	8.0	24.0	13.0	21.0	12.0	22.0	14.0	21.0	4.0	19.0	16.0	220.0
past	35.0	16.0	28.0	4.0	16.0	7.0	48.0	30.0	12.0	8.0	2.0	14.0	220.0
coming	43.0	4.0	17.0	13.0	13.0	19.0	31.0	31.0	24.0	5.0	10.0	10.0	220.0
sound	37.0	2.0	15.0	6.0	24.0	31.0	28.0	38.0	25.0	4.0	1.0	8.0	219.0
suddenly	28.0	11.0	11.0	7.0	30.0	12.0	59.0	23.0	12.0	7.0	13.0	4.0	217.0
known	46.0	3.0	22.0	15.0	14.0	13.0	23.0	29.0	22.0	6.0	10.0	13.0	216.0
body	24.0	11.0	17.0	13.0	18.0	19.0	33.0	45.0	18.0	8.0	0.0	10.0	216.0
girl	119.0	4.0	7.0	27.0	2.0	5.0	15.0	16.0	3.0	4.0	12.0	1.0	215.0
fair	29.0	0.0	3.0	7.0	5.0	4.0	14.0	136.0	2.0	2.0	4.0	9.0	215.0
English	30.0	1.0	10.0	1.0	13.0	6.0	25.0	113.0	2.0	3.0	7.0	4.0	215.0
bring	30.0	6.0	17.0	4.0	21.0	5.0	48.0	52.0	10.0	5.0	3.0	13.0	214.0
walked	32.0	3.0	6.0	21.0	15.0	20.0	37.0	36.0	19.0	5.0	12.0	7.0	213.0
dead	30.0	24.0	31.0	13.0	15.0	8.0	28.0	29.0	15.0	2.0	0.0	18.0	213.0
All	45.0	5.0	10.0	12.0	27.0	17.0	31.0	33.0	11.0	5.0	8.0	9.0	213.0
people	33.0	14.0	17.0	17.0	21.0	8.0	41.0	20.0	22.0	2.0	10.0	7.0	212.0
horse	30.0	6.0	2.0	17.0	4.0	4.0	41.0	97.0	4.0	1.0	0.0	5.0	211.0
table	53.0	8.0	27.0	11.0	14.0	12.0	15.0	22.0	10.0	4.0	20.0	14.0	210.0
McMurdo	0.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	210.0
thousand	55.0	2.0	5.0	7.0	18.0	5.0	35.0	49.0	4.0	1.0	24.0	4.0	209.0
heavy	31.0	6.0	11.0	9.0	15.0	9.0	39.0	48.0	14.0	4.0	8.0	15.0	209.0
hold	24.0	2.0	14.0	5.0	21.0	3.0	39.0	76.0	10.0	4.0	3.0	8.0	209.0
felt	57.0	11.0	14.0	16.0	19.0	17.0	30.0	11.0	10.0	7.0	8.0	8.0	208.0
danger	23.0	10.0	29.0	8.0	21.0	28.0	40.0	23.0	20.0	2.0	2.0	2.0	208.0
followed	25.0	1.0	15.0	27.0	11.0	18.0	30.0	34.0	25.0	2.0	4.0	16.0	208.0
appeared	61.0	5.0	7.0	39.0	22.0	16.0	19.0	12.0	9.0	3.0	5.0	10.0	208.0
shot	25.0	2.0	22.0	4.0	34.0	5.0	49.0	38.0	9.0	0.0	7.0	11.0	206.0
able	33.0	7.0	14.0	18.0	29.0	16.0	16.0	19.0	27.0	6.0	7.0	14.0	206.0
stand	35.0	8.0	22.0	10.0	14.0	10.0	27.0	49.0	7.0	2.0	10.0	11.0	205.0
yourself	40.0	3.0	19.0	11.0	15.0	17.0	28.0	33.0	20.0	3.0	7.0	9.0	205.0
ten	35.0	7.0	17.0	5.0	15.0	16.0	32.0	45.0	12.0	6.0	5.0	9.0	204.0
friends	52.0	8.0	8.0	7.0	24.0	16.0	26.0	24.0	15.0	2.0	2.0	19.0	203.0
struck	26.0	5.0	14.0	9.0	7.0	9.0	34.0	46.0	17.0	7.0	15.0	13.0	202.0
next	40.0	1.0	17.0	19.0	27.0	8.0	30.0	17.0	23.0	6.0	7.0	6.0	201.0
want	63.0	3.0	20.0	9.0	24.0	18.0	14.0	7.0	8.0	6.0	12.0	17.0	201.0
master	12.0	8.0	11.0	0.0	7.0	5.0	22.0	100.0	16.0	2.0	11.0	6.0	200.0
show	29.0	5.0	19.0	8.0	17.0	11.0	27.0	36.0	15.0	7.0	17.0	8.0	199.0
second	35.0	7.0	11.0	16.0	17.0	9.0	31.0	37.0	15.0	5.0	6.0	9.0	198.0
One	28.0	8.0	16.0	13.0	32.0	9.0	23.0	17.0	22.0	4.0	10.0	16.0	198.0
none	23.0	7.0	12.0	12.0	13.0	13.0	44.0	42.0	11.0	4.0	5.0	12.0	198.0
speak	29.0	4.0	17.0	5.0	21.0	14.0	37.0	39.0	11.0	3.0	9.0	8.0	197.0
Watson	0.0	0.0	55.0	6.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	24.0	196.0
rose	36.0	6.0	12.0	10.0	19.0	14.0	26.0	38.0	18.0	4.0	8.0	5.0	196.0
use	35.0	8.0	12.0	11.0	18.0	14.0	20.0	27.0	14.0	4.0	16.0	17.0	196.0
showed	38.0	2.0	22.0	15.0	17.0	14.0	26.0	24.0	20.0	2.0	5.0	9.0	194.0
sudden	31.0	7.0	14.0	9.0	19.0	9.0	34.0	44.0	8.0	5.0	11.0	3.0	194.0
Yet	12.0	3.0	3.0	6.0	6.0	4.0	21.0	113.0	7.0	1.0	7.0	11.0	194.0
does	26.0	13.0	17.0	11.0	19.0	14.0	16.0	18.0	26.0	10.0	14.0	10.0	194.0
m	50.0	20.0	66.0	10.0	22.0	13.0	3.0	0.0	3.0	0.0	3.0	2.0	192.0
fell	20.0	3.0	12.0	5.0	23.0	11.0	33.0	58.0	12.0	3.0	8.0	4.0	192.0
soul	28.0	3.0	6.0	5.0	9.0	9.0	44.0	44.0	10.0	18.0	6.0	9.0	191.0
land	15.0	0.0	3.0	8.0	25.0	6.0	35.0	81.0	4.0	0.0	4.0	9.0	190.0
Amos	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	190.0
whose	22.0	6.0	20.0	11.0	11.0	12.0	50.0	44.0	9.0	0.0	4.0	1.0	190.0
need	19.0	7.0	17.0	5.0	19.0	13.0	27.0	54.0	9.0	3.0	10.0	7.0	190.0
whether	30.0	11.0	4.0	8.0	18.0	24.0	15.0	34.0	19.0	8.0	9.0	10.0	190.0
won	58.0	5.0	23.0	9.0	14.0	12.0	18.0	21.0	4.0	5.0	15.0	5.0	189.0
merchant	149.0	0.0	0.0	0.0	1.0	1.0	18.0	9.0	0.0	0.0	1.0	10.0	189.0
quite	29.0	6.0	19.0	14.0	14.0	4.0	18.0	2.0	22.0	17.0	26.0	18.0	189.0
else	28.0	8.0	29.0	12.0	19.0	4.0	17.0	21.0	15.0	5.0	9.0	22.0	189.0
river	7.0	0.0	0.0	3.0	35.0	0.0	91.0	25.0	0.0	0.0	1.0	26.0	188.0
hair	33.0	5.0	8.0	7.0	14.0	13.0	33.0	51.0	5.0	6.0	7.0	6.0	188.0
understand	25.0	4.0	6.0	8.0	24.0	12.0	24.0	22.0	25.0	10.0	21.0	7.0	188.0
foot	15.0	1.0	10.0	9.0	18.0	12.0	26.0	63.0	9.0	2.0	6.0	17.0	188.0
England	20.0	2.0	12.0	3.0	9.0	3.0	21.0	80.0	13.0	3.0	9.0	12.0	187.0
slowly	27.0	6.0	6.0	9.0	26.0	15.0	21.0	39.0	14.0	4.0	10.0	9.0	186.0
pass	30.0	8.0	14.0	5.0	7.0	20.0	34.0	48.0	7.0	3.0	3.0	7.0	186.0
lost	31.0	3.0	12.0	11.0	21.0	10.0	37.0	30.0	10.0	3.0	3.0	15.0	186.0
low	31.0	10.0	8.0	9.0	20.0	9.0	22.0	47.0	18.0	1.0	4.0	7.0	186.0
huge	2.0	6.0	9.0	0.0	51.0	1.0	35.0	52.0	17.0	0.0	10.0	3.0	186.0
remember	27.0	16.0	12.0	10.0	15.0	13.0	33.0	18.0	16.0	8.0	6.0	11.0	185.0
talk	26.0	4.0	18.0	2.0	18.0	7.0	34.0	37.0	11.0	4.0	15.0	9.0	185.0
really	25.0	10.0	9.0	7.0	32.0	13.0	11.0	0.0	26.0	14.0	31.0	7.0	185.0
led	19.0	6.0	7.0	19.0	16.0	11.0	36.0	31.0	11.0	1.0	14.0	13.0	184.0
manner	58.0	4.0	9.0	13.0	11.0	17.0	13.0	17.0	8.0	6.0	16.0	11.0	183.0
arm	27.0	5.0	10.0	9.0	17.0	3.0	35.0	58.0	5.0	4.0	2.0	8.0	183.0
given	30.0	5.0	24.0	12.0	19.0	15.0	20.0	29.0	14.0	2.0	6.0	6.0	182.0
met	33.0	3.0	21.0	10.0	15.0	5.0	21.0	36.0	16.0	8.0	11.0	2.0	181.0
trees	18.0	4.0	4.0	6.0	52.0	12.0	37.0	27.0	10.0	0.0	10.0	1.0	181.0
cut	36.0	2.0	12.0	6.0	16.0	12.0	35.0	30.0	14.0	2.0	7.0	9.0	181.0
home	27.0	4.0	13.0	8.0	16.0	14.0	19.0	29.0	22.0	9.0	7.0	13.0	181.0
Aylward	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	181.0
From	29.0	7.0	10.0	10.0	26.0	13.0	16.0	42.0	16.0	1.0	3.0	7.0	180.0
paper	47.0	10.0	21.0	12.0	21.0	3.0	17.0	1.0	22.0	5.0	11.0	10.0	180.0
mean	44.0	9.0	17.0	13.0	18.0	9.0	18.0	11.0	19.0	8.0	12.0	2.0	180.0
comes	28.0	8.0	19.0	15.0	13.0	12.0	27.0	33.0	5.0	6.0	4.0	10.0	180.0
reason	23.0	8.0	21.0	16.0	18.0	19.0	16.0	13.0	21.0	9.0	5.0	10.0	179.0
order	26.0	5.0	18.0	7.0	14.0	14.0	37.0	38.0	8.0	1.0	11.0	0.0	179.0
means	46.0	8.0	13.0	8.0	19.0	16.0	13.0	14.0	18.0	6.0	11.0	7.0	179.0
France	2.0	0.0	0.0	0.0	1.0	0.0	102.0	72.0	0.0	0.0	2.0	0.0	179.0
St	5.0	3.0	1.0	3.0	4.0	3.0	58.0	98.0	1.0	0.0	0.0	2.0	178.0
smile	36.0	10.0	14.0	13.0	21.0	8.0	28.0	22.0	5.0	7.0	7.0	7.0	178.0
moor	0.0	0.0	0.0	0.0	0.0	9.0	0.0	7.0	161.0	0.0	0.0	0.0	177.0
standing	41.0	5.0	12.0	9.0	6.0	11.0	27.0	28.0	16.0	2.0	13.0	7.0	177.0
call	25.0	5.0	14.0	5.0	17.0	7.0	24.0	45.0	16.0	3.0	9.0	7.0	177.0
letter	36.0	12.0	23.0	3.0	23.0	5.0	8.0	12.0	32.0	0.0	10.0	13.0	177.0
strong	28.0	12.0	12.0	9.0	12.0	3.0	31.0	37.0	15.0	7.0	5.0	5.0	176.0
question	35.0	9.0	18.0	19.0	18.0	14.0	11.0	15.0	17.0	5.0	8.0	7.0	176.0
used	30.0	10.0	11.0	9.0	6.0	21.0	25.0	20.0	12.0	3.0	14.0	15.0	176.0
ran	27.0	5.0	7.0	10.0	19.0	7.0	30.0	33.0	22.0	1.0	8.0	7.0	176.0
chair	43.0	13.0	11.0	14.0	27.0	4.0	13.0	8.0	8.0	7.0	10.0	17.0	175.0
Henry	1.0	0.0	0.0	0.0	7.0	0.0	3.0	9.0	155.0	0.0	0.0	0.0	175.0
blue	19.0	9.0	2.0	5.0	26.0	4.0	53.0	37.0	4.0	1.0	9.0	5.0	174.0
cold	32.0	3.0	15.0	5.0	16.0	9.0	24.0	24.0	17.0	4.0	13.0	11.0	173.0
knight	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	1.0	0.0	1.0	1.0	173.0
wild	32.0	2.0	1.0	13.0	20.0	12.0	25.0	47.0	7.0	0.0	3.0	10.0	172.0
possible	34.0	10.0	19.0	5.0	20.0	16.0	23.0	4.0	17.0	7.0	9.0	8.0	172.0
figure	25.0	4.0	12.0	8.0	21.0	10.0	41.0	20.0	16.0	1.0	10.0	3.0	171.0
believe	43.0	7.0	13.0	9.0	19.0	6.0	18.0	9.0	19.0	10.0	8.0	10.0	171.0
lips	30.0	1.0	7.0	16.0	6.0	4.0	31.0	39.0	7.0	4.0	13.0	13.0	171.0
nature	30.0	12.0	6.0	7.0	20.0	10.0	25.0	22.0	10.0	11.0	11.0	6.0	170.0
sprang	19.0	2.0	5.0	14.0	9.0	10.0	49.0	35.0	10.0	2.0	6.0	9.0	170.0
perhaps	23.0	3.0	8.0	4.0	16.0	10.0	26.0	8.0	22.0	9.0	30.0	10.0	169.0
Is	20.0	12.0	22.0	8.0	6.0	6.0	25.0	22.0	21.0	6.0	7.0	14.0	169.0
corner	34.0	8.0	13.0	9.0	2.0	10.0	22.0	32.0	9.0	2.0	12.0	16.0	169.0
themselves	24.0	3.0	20.0	8.0	13.0	7.0	41.0	42.0	3.0	2.0	2.0	4.0	169.0
Do	29.0	4.0	13.0	9.0	10.0	7.0	35.0	15.0	17.0	4.0	18.0	8.0	169.0
rest	14.0	6.0	20.0	8.0	11.0	15.0	20.0	44.0	12.0	4.0	8.0	6.0	168.0
war	8.0	0.0	6.0	2.0	12.0	7.0	40.0	89.0	0.0	0.0	0.0	4.0	168.0
seems	25.0	16.0	11.0	9.0	14.0	8.0	15.0	20.0	21.0	8.0	11.0	10.0	168.0
